establishment_id,establishment_number,EstNumber_0,EstNumber_1,EstNumber_2,EstNumber_3,establishment_name,duns_number,street,city,state,zip,phone,grant_date,activities,dbas,district,circuit,size,latitude,longitude,county,fips_code,Establishment Number,Modified Line Speed Flag,load_date,modified_line_speed_flag,est_status,LatestMPIActiveDate,standardized_name,company_name,grant_date_key,inspection_system_npis,inspection_system_npis_waiver,inspection_system_nsis,slaughter,processing,meat_slaughter,poultry_slaughter,young_chicken_slaughter,young_turkey_slaughter,meat_processing,poultry_processing,egg_processing,processing_volume_category,slaughter_volume_category,listeria_alternative,young_chicken_carcasses_category,young_turkey_carcasses_category,comminuted_chicken_category,comminuted_turkey_category,chicken_parts_category,category_start_date,category_end_date
7191,M10227+P10227,M10227,P10227,,,Plath's Meats Inc.,,116 South Third Street ,Rogers City,MI,49779,(989) 734-2232,2016-07-06,Meat Processing; Poultry Processing,,50,5010,Very Small,45.419334985977,-83.814996035683,Presque Isle County,26141,,N,2026-08-24,N,Active,,Plath's Meats Inc.,Plath's Meats Inc.,20160706,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
7196,M10249+P10249,M10249,P10249,,,"Zalack's Flint Provision, Inc.",,2801 Lippincott Blvd ,Flint,MI,48507,(810) 742-4100,2021-08-26,Meat Processing; Poultry Processing,"Flint Provision, Inc.; Zalack's Provision, Inc.",50,5010,Very Small,43.004193018658,-83.647777989343,Genesee County,26049,,N,2026-08-24,N,Active,,"Zalack's Flint Provision, Inc.","Flint Provision, Inc.",20210826,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
6166960,M1025+P1025+V1025,M1025,P1025,V1025,,5R Custom Meats,,439 Mt. Vernon Rd ,Mt. Vernon,AR,72111,(501) 556-5077,2023-09-05,Meat Processing; Meat Slaughter; Poultry Processing; Voluntary Processing - Meat; Voluntary Slaughter - Meat,,35,3502,Very Small,35.226404787753,-92.092224953454,White County,05145,,N,2026-08-24,N,Active,,5R Custom Meats,5R Custom Meats,20230905,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
7197,M10251+P10251+V10251,M10251,P10251,V10251,,Ernst Hotel Supply Co.,,2888 Riopelle ,Detroit,MI,48207,(313) 832-4300,2022-02-11,Meat Processing; Poultry Processing; Voluntary Processing - Meat,Diamond Pride,50,5008,Small,42.349118996574,-83.039961011633,Wayne County,26163,,N,2026-08-24,N,Active,,Ernst Hotel Supply Co.,Diamond Pride,20220211,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
7198,M10252,M10252,,,,Berry & Sons Rababeh Isl Slau,,2496 Orleans St. ,Detroit,MI,48207,(313) 259-6925,2021-08-30,Meat Processing; Meat Slaughter,,50,5008,Small,42.347047995938,-83.036860964744,Wayne County,26163,,N,2026-08-24,N,Active,,Berry & Sons Rababeh Isl Slau,Berry & Sons Rababeh Isl Slau,20210830,,,,Yes,Yes,Yes,,,,Yes,,,3,3,,,,,,,,
7199,M10256+P10256,M10256,P10256,,,"E & H Packing Co, Inc.",,2453 Riopelle Street ,Detroit,MI,48207,(586) 838-8286,2021-07-15,Meat Processing; Poultry Processing,,50,5008,Very Small,42.346255270571,-83.038379600876,Wayne County,26163,,N,2026-08-24,N,Active,,"E & H Packing Co, Inc.","E & H Packing Co, Inc.",20210715,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
7200,M10259,M10259,,,,Kern's Sausages Inc.,,110 West Jefferson Street ,Frankenmuth,MI,48734,(989) 652-2084,2021-08-17,Meat Processing,,50,5010,Very Small,43.321890995522,-83.740748969717,Saginaw County,26145,,N,2026-08-24,N,Active,,Kern's Sausages Inc.,Kern's Sausages Inc.,20210817,,,,,Yes,,,,,Yes,,,2,,Alternative 3,,,,,,,
7201,M10266+P10266,M10266,P10266,,,"Detroit Sausage Company, Inc.",,2715 St. Aubin ,Detroit,MI,48207,(313) 259-0555,2021-08-24,Meat Processing; Poultry Processing,,50,5008,Small,42.349728989578,-83.034929019881,Wayne County,26163,,N,2026-08-24,N,Active,,"Detroit Sausage Company, Inc.","Detroit Sausage Company, Inc.",20210824,,,,,Yes,,,,,Yes,Yes,,5,,,,,NA,,,2025-06-29,2026-06-27
7202,M10269,M10269,,,,"Jos. Sanders, Inc.",,237 South Main ,Custer,MI,49405,(231) 757-4768,2021-10-15,Meat Processing; Meat Slaughter,,50,5010,Small,43.950175994053,-86.219205989604,Mason County,26105,,N,2026-08-24,N,Active,,"Jos. Sanders, Inc.","Jos. Sanders, Inc.",20211015,,,,Yes,Yes,Yes,,,,Yes,,,3,1,Alternative 3,,,,,,,
7203,M10270+P10270,M10270,P10270,,,"The Meat Block, Inc.",,2330 East Broadway ,Muskegon,MI,49444,(231) 773-0224,2014-08-28,Meat Processing; Poultry Processing,,50,5009,Small,43.201796008834,-86.186516986315,Muskegon County,26121,,N,2026-08-24,N,Active,,"The Meat Block, Inc.","The Meat Block, Inc.",20140828,,,,,Yes,,,,,Yes,,,3,,,,,,,,,
6166847,M1030+P1030,M1030,P1030,,,Manna Asian Foods LLC,094546951,6918 Madison Ave. ,Indianapolis,IN,46227,(913) 238-9323,2025-06-24,Meat Processing; Poultry Processing,,50,5023,Very Small,39.666127990776,-86.129622974493,Marion County,18097,,N,2026-08-24,N,Active,,Manna Asian Foods LLC,Manna Asian Foods LLC,20250624,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,,,
7213,M10301+P10301+V10301,M10301,P10301,V10301,,Walsh Packing Company,,7551 Pigeon Road ,Pigeon,MI,48755,(989) 453-2961,2018-09-28,Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry; Voluntary Processing - Rabbit; Voluntary Slaughter - Meat; Voluntary Slaughter - Poultry; Voluntary Slaughter - Rabbit,,50,5010,Very Small,43.828654994177,-83.281773972922,Huron County,26063,,N,2026-08-24,N,Active,,Walsh Packing Company,Walsh Packing Company,20180928,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 2 Choice 2,,,,,,,
7214,M10306+P10306+V10306,M10306,P10306,V10306,,"Michigan Brand, Inc.",,1313 South Farragut Street ,Bay City,MI,48708,(989) 893-9589,2021-08-12,Certification - Export; Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,,50,5010,Small,43.575853986468,-83.87973701762,Bay County,26017,,N,2026-08-24,N,Active,,"Michigan Brand, Inc.","Michigan Brand, Inc.",20210812,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
6162111,M10306F+P10306F+V10306F,M10306F,P10306F,V10306F,,Michigan Brand Inc.,,320 Heinlein Strasse ,Frankenmuth,MI,48734,(989) 652-2221,2021-08-12,Certification - Export; Meat Processing; Poultry Processing; Voluntary Processing - Meat; Voluntary Processing - Poultry,,50,5010,Small,43.315682016926,-83.73242699715,Saginaw County,26145,,N,2026-08-24,N,Active,,Michigan Brand Inc.,Michigan Brand Inc.,20210812,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
7215,M10307+P10307,M10307,P10307,,,"J.G. Food Products, Inc.",026015438,14336 Rick Dr. ,Shelby Township,MI,48315,(586) 296-7330,2006-04-13,Meat Processing; Poultry Processing,Rinaldi Sausage,50,5034,Small,42.676812015789,-82.985731020097,Macomb County,26099,,N,2026-08-24,N,Active,,"J.G. Food Products, Inc.",Rinaldi Sausage,20060413,,,,,Yes,,,,,Yes,Yes,,4,,,,,NA,,,2025-06-29,2026-06-27
7216,M10312,M10312,,,,Balkan Meat Inc.,,19625 Van Dyke Ave ,Detroit,MI,48234,(313) 368-9888,2021-08-11,Meat Processing,,50,5008,Very Small,42.43927897999,-83.024771997251,Wayne County,26163,,N,2026-08-24,N,Active,,Balkan Meat Inc.,Balkan Meat Inc.,20210811,,,,,Yes,,,,,Yes,,,2,,Alternative 3,,,,,,,
7217,M10315+P10315,M10315,P10315,,,Athena Foods,,23100 Telegraph Road ,Southfield,MI,48034,,2013-05-02,Meat Processing; Poultry Processing,Athena Foods,50,5034,Very Small,42.458721013953,-83.27777899023,Oakland County,26125,,N,2026-08-24,N,Active,,Athena Foods,Athena Foods,20130502,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
1567,M1037+P17986+V1037,M1037,P17986,V1037,,Michael's Provision,,317 Lindsey Street ,Fall River,MA,02720,(508) 672-0982,2025-10-16,Certification - Export; Meat Processing; Poultry Processing,Michael's Provision,60,6029,Small,41.720759482924,-71.151917712368,Bristol County,25005,,N,2026-08-24,N,Active,,Michael's Provision,Michael's Provision,20251016,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 3,,,,,,,
2770,M104+P104+V104,M104,P104,V104,,"OSI Industries, LLC",,711 Industrial Dr. ,West Chicago,IL,60185,(630) 562-3627,2021-10-15,Certification - Export; Meat Processing; Poultry Processing,"OSI West Chicago, a division of OSI Industries< LLC; Otto & Sons West Chicago, a Div. of OSI Indust., LLC",50,5005,Small,41.893873988601,-88.231664983664,DuPage County,17043,,N,2026-08-24,N,Active,,"OSI Industries, LLC","OSI West Chicago, a division of OSI Industries< LLC",20211015,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
6167993,M1041,M1041,,,,Cool Springs Farm and Meat LLC,,1041 Disher Road ,yadkinville ,NC,27055,(336) 835-5377,2024-10-28,Meat Processing; Meat Slaughter,,80,80NC,Very Small,36.093899955085,-80.65767895461,Yadkin County,37197,,N,2026-08-24,N,Active,,Cool Springs Farm and Meat LLC,Cool Springs Farm and Meat LLC,20241028,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
123401,M1044G+P136G,M1044G,P136G,,,"OSI Industries, LLC",,2088 Geneva Dr. ,Geneva,IL,60502,(630) 402-2300,2017-02-01,Meat Processing; Poultry Processing,On-Cor Frozen Foods; Redi-Serve Foods,50,5005,Small,41.894270997445,-88.268858002624,Kane County,17089,,N,2026-08-24,N,Active,,"OSI Industries, LLC",On-Cor Frozen Foods,20170201,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
1909,M1045+P316,M1045,P316,,,Nestle Professional,,2621 W. 25th Street ,Cleveland,OH,44113,(216) 861-8350,2021-07-30,Meat Processing; Poultry Processing,Minor's,50,5021,Small,41.476254002879,-81.698239008756,Cuyahoga County,39035,,N,2026-08-24,N,Active,,Nestle Professional,Minor's,20210730,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 3,,,,,,,
3563,M1046+P1046+V1046,M1046,P1046,V1046,,S & S Meat Co.,,2501 Guinotte Avenue ,Kansas City,MO,64120,(816) 241-4700,2021-07-22,Meat Processing; Poultry Processing; Voluntary Processing - Meat,,35,3507,Small,39.118352010436,-94.552118030634,Jackson County,29095,,N,2026-08-24,N,Active,,S & S Meat Co.,S & S Meat Co.,20210722,,,,,Yes,,,,,Yes,Yes,,3,,,,,,,NA,2025-06-29,2026-06-27
3230,M104I+P104I+V104I,M104I,P104I,V104I,,"OSI Industries, LLC",,21876 North Highway 59 ,Oakland,IA,51560,(712) 566-1300,2017-02-19,Meat Processing; Poultry Processing,,25,2518,Large,41.330144983404,-95.387224981276,Pottawattamie County,19155,,N,2026-08-24,N,Active,,"OSI Industries, LLC","OSI Industries, LLC",20170219,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 2 Choice 2,,,,,,,
4815,M104U+P104U,M104U,P104U,,,"OSI Industries, LLC",,4980 West 9470 South ,West Jordan,UT,84081,(801) 280-0166,2019-07-06,Meat Processing; Poultry Processing,"Otto & Sons West Jordan, a division of OSI Industries, LLC",15,1531,Small,40.57934573405,-112.009745299987,Salt Lake County,49035,,N,2026-08-24,N,Active,,"OSI Industries, LLC","Otto & Sons West Jordan, a division of OSI Industries, LLC",20190706,,,,,Yes,,,,,Yes,Yes,,5,,Alternative 2 Choice 2,,,,,,,
2771,M105+P5731,M105,P5731,,,"US Foods, Inc.",,2600 N. Church Rd. ,Aurora,IL,60502,(630) 898-1900,2021-10-04,Meat Processing; Poultry Processing,Stock Yards Meat Packing Company,50,5006,Small,41.807904998682,-88.285313019662,Kane County,17089,,N,2026-08-24,N,Active,,US Foods,Stock Yards Meat Packing Company,20211004,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
123084,M1050+P1050,M1050,P1050,,,Fernandez Meat Processing LLC,,100 Henderson Bend Rd. NW ,Calhoun,GA,30701,(706) 313-3580,2021-11-10,Meat Processing; Poultry Processing,,85,8507,Very Small,34.520443014112,-84.943041030757,Gordon County,13129,,N,2026-08-24,N,Active,,Fernandez Meat Processing LLC,Fernandez Meat Processing LLC,20211110,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
6169457,M1050C+P1050C,M1050C,P1050C,,,Fernandez Meat Processing LLC,,90 Henderson Bend Rd NW ,Calhoun,GA,30701,(706) 313-3580,2026-05-29,Meat Processing; Poultry Processing,,85,8507,Very Small,34.520575938292,-84.943066798879,Gordon County,13129,,N,2026-08-24,N,Active,,Fernandez Meat Processing LLC,Fernandez Meat Processing LLC,20260529,,,,,,,,,,,,,,,,,,,,,,
4834,M1051+P2409,M1051,P2409,,,Velmar Foods,,3812 W Clarendon Ave ,Phoenix,AZ,85019,(602) 272-6677,2022-01-13,Meat Processing; Poultry Processing,Arizona Gold LTD; Red Steer Meats; Velmar Food Services,05,0504,Very Small,33.492544076169,-112.140625199369,Maricopa County,04013,,N,2026-08-24,N,Active,,Velmar Foods,Arizona Gold LTD,20220113,,,,,Yes,,,,,Yes,Yes,,3,,Alternative 3,,,,,,,
14058,M1052,M1052,,,,Georgia Premium Meats,,1699 Hwy 27N ,Colquitt,GA,39837,(229) 758-8600,2022-01-19,Meat Processing; Meat Slaughter,,85,85GA,Very Small,31.239753999393,-84.784054013334,Miller County,13201,,N,2026-08-24,N,Active,,Georgia Premium Meats,Georgia Premium Meats,20220119,,,,Yes,Yes,Yes,,,,Yes,,,4,1,,,,,,,,
5955,M1053+P4169,M1053,P4169,,,Longhorn Barbecue Production Center,,10420 E. Montgomery ,Spokane,WA,99206,(509) 922-0702,2016-04-14,Meat Processing; Poultry Processing,,15,1525,Small,47.680106981508,-117.26487102791,Spokane County,53063,,N,2026-08-24,N,Active,,Longhorn Barbecue Production Center,Longhorn Barbecue Production Center,20160414,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
1910,M1055+V1055,M1055,V1055,,,"Rudolph Foods Company, Inc.",,6575 Bellefontaine Rd. ,Lima,OH,45804,(419) 648-3611,2021-08-17,Certification - Export; Meat Processing,"Rudolph Foods Co, Inc.",50,5032,Small,40.69599101818,-83.981521988279,Allen County,39003,,N,2026-08-24,N,Active,,"Rudolph Foods Company, Inc.","Rudolph Foods Co, Inc.",20210817,,,,,Yes,,,,,Yes,,,5,,Alternative 3,,,,,,,
6166892,M1056,M1056,,,,AIA USA,,1699 Veronesi Drive ,Harrisonburg,VA,22802,(540) 282-0820,2023-10-10,Meat Processing,,80,80VA,Small,38.455785,-78.867725,City of Harrisonburg,,,N,2026-08-24,N,Active,,AIA USA,AIA USA,20231010,,,,,Yes,,,,,Yes,,,5,,Alternative 3,,,,,,,
3285,M1058+P45+V1058,M1058,P45,V1058,,"ConAgra Brands, Inc.",828688189,1023 S. Fourth Street ,Council Bluffs,IA,51503-6555,(712) 322-0203,2022-02-18,Certification - Export; Meat Processing; Poultry Processing,,25,2518,Large,41.250580018969,-95.849956998532,Pottawattamie County,19155,,N,2026-08-24,N,Active,,"ConAgra Brands, Inc.","ConAgra Brands, Inc.",20220218,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
3565,M1059+P9,M1059,P9,,,"Conagra Brands (Conagra Foods Packaged Foods, LLC)",828688189,200 Banquet Drive ,Marshall,MO,65340,(660) 886-3301,2017-02-17,Meat Processing; Poultry Processing,,35,3508,Large,39.122354437867,-93.199412621448,Saline County,29195,,N,2026-08-24,N,Active,,"Conagra Brands (Conagra Foods Packaged Foods, LLC)","Conagra Brands (Conagra Foods Packaged Foods, LLC)",20170217,,,,,Yes,,,,,Yes,Yes,,5,,,,,,,,,
6166894,M1060+P1060,M1060,P1060,,,Carnico Foods,,916 Anderson Rd ,Litchfield,MI,49252,(517) 283-6328,2023-09-11,Meat Processing; Poultry Processing,,50,5034,Very Small,42.032024013825,-84.759107038732,Hillsdale County,26059,,N,2026-08-24,N,Active,,Carnico Foods,Carnico Foods,20230911,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
124458,M1061+P1061,M1061,P1061,,,Happy Valley Processing Inc.,,206 Hobbs Mill Road ,Dearing,GA,30808,(706) 595-3777,2022-04-28,Meat Processing; Meat Slaughter; Poultry Processing,Ole Timey Meat Shop,85,85GA,Very Small,33.369051987943,-82.464943007783,McDuffie County,13189,,N,2026-08-24,N,Active,,Happy Valley Processing Inc.,Ole Timey Meat Shop,20220428,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
3998,M10620+V10620,M10620,V10620,,,"G.E. Hawthorn Meat Company, Inc.",,164 Guy Hawthorn Lane ,Hot Springs,AR,71901,(501) 762-2661,2022-03-24,Meat Processing; Meat Slaughter,,35,3520,Very Small,34.497024228096,-92.999466272536,Garland County,05051,,N,2026-08-24,N,Active,,"G.E. Hawthorn Meat Company, Inc.","G.E. Hawthorn Meat Company, Inc.",20220324,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
4000,M10624,M10624,,,,Arkansas Department of Corrections,,Hwy 388 and 65 South Cummins Unit USDA Cold Storage,Grady,AR,71644,(870) 850-8751,2021-03-30,Meat Processing; Meat Slaughter,,35,3514,Small,34.05226842,-91.58397651,Lincoln County,05079,,N,2026-08-24,N,Active,,Arkansas Department of Corrections,Arkansas Department of Corrections,20210330,,,,Yes,Yes,Yes,,,,Yes,,,4,1,,,,,,,,
5956,M1063,M1063,,,,"Hawaii Beef Producers, LLC",867987935,2 Old Plantation Road ,Paauilo,HI,96776,(808) 776-1109,2021-07-15,Meat Processing; Meat Slaughter,Hawaii Big Island Beef,05,0545,Small,20.039269,-155.368277,Hawaii County,15001,,N,2026-08-24,N,Active,,"Hawaii Beef Producers, LLC",Hawaii Big Island Beef,20210715,,,,Yes,Yes,Yes,,,,Yes,,,3,2,,,,,,,,
4003,M10646+P10646,M10646,P10646,,,Morrilton Packing Co.,,51 Blue Diamond Drive ,Morrilton,AR,72110,(501) 354-2474,2021-07-13,Meat Processing; Poultry Processing,Petit Jean Meats,35,3520,Small,35.171644135924,-92.712419448752,Conway County,05029,,N,2026-08-24,N,Active,,Morrilton Packing Co.,Petit Jean Meats,20210713,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
3897,M10647+P10647,M10647,P10647,,,"Famous Chili, Inc.",,1421 North 7th Street ,Fort Smith,AR,72901,(479) 782-0096,2021-07-28,Meat Processing; Poultry Processing,,35,3505,Very Small,35.398027061204,-94.413556956879,Sebastian County,05131,,N,2026-08-24,N,Active,,"Famous Chili, Inc.","Famous Chili, Inc.",20210728,,,,,Yes,,,,,Yes,,,4,,,,,,,,,
5958,M1065+P1065,M1065,P1065,,,"L&M Enterprises, Inc.",,Tun Joaquin Doi Road-Feddos Lane ,Saipan,MP,96950,(670) 234-6735,2020-06-17,Meat Processing,Gusto Products,05,0545,Very Small,15.14560509,145.72174539,,,,N,2026-08-24,N,Active,,"L&M Enterprises, Inc.",Gusto Products,20200617,,,,,Yes,,,,,Yes,,,2,,Alternative 2 Choice 2,,,,,,,
4004,M10650+P10650+V10650,M10650,P10650,V10650,,Key's Family Butcher Shop,,2900 Oliver Springs Rd ,Van Buren,AR,72956,(479) 474-1645,2021-07-13,Identification - Meat; Identification - Poultry; Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter; Voluntary Processing - Meat; Voluntary Processing - Rabbit; Voluntary Slaughter - Meat; Voluntary Slaughter - Rabbit,,35,3505,Very Small,35.478787620309,-94.335580866009,Crawford County,05033,,N,2026-08-24,N,Active,,Key's Family Butcher Shop,Key's Family Butcher Shop,20210713,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
4010,M10669+P10669,M10669,P10669,,,"Randall Meat Company, Inc.",,500 B. Albert Pike ,Hot Springs,AR,71913,(501) 623-5587,2018-01-21,Meat Processing; Poultry Processing,,35,3520,Very Small,34.496587447122,-93.074918823817,Garland County,05051,,N,2026-08-24,N,Active,,"Randall Meat Company, Inc.","Randall Meat Company, Inc.",20180121,,,,,Yes,,,,,Yes,,,2,,,,,,,,,
6165582,M107,M107,,,,"Cuba Processing Plant, LLC",117635314,2141 Highway CC ,Cuba,MO,65453,(314) 757-7694,2023-02-14,Meat Processing; Meat Slaughter,Oak Hill Meats and Processing,35,3513,Very Small,38.201727992018,-91.405875036216,Crawford County,29055,,N,2026-08-24,N,Active,,"Cuba Processing Plant, LLC",Oak Hill Meats and Processing,20230214,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
1568,M1074+P1074+V1074,M1074,P1074,V1074,,Norpaco Inc.,,80 Bysiewicz Drive ,Middletown,CT,06457,(860) 632-2299,2024-07-15,Certification - Export; Meat Processing; Poultry Processing,,60,6006,Small,41.585252020315,-72.723437972704,Lower Connecticut River Valley Planning Region,,,N,2026-08-24,N,Active,,Norpaco Inc.,Norpaco Inc.,20240715,,,,,Yes,,,,,Yes,,,4,,Alternative 3,,,,,,,
4703,M10754+P10754+V10754,M10754,P10754,V10754,,"Brimhall Foods Co., Inc",101811388,3045 Bartlett Corporate Drive ,Bartlett,TN,38133,(901) 377-9016,2022-03-30,Certification - Export; Food Inspection; Identification - Meat; Identification - Poultry; Meat Processing; Poultry Processing; Voluntary Processing - Poultry,"B F COMPANY INC.; BFC, Inc; Brimhall Foods Co Inc",90,9023,Small,35.2083769884,-89.81291797469,Shelby County,47157,,N,2026-08-24,N,Active,,"Brimhall Foods Co., Inc",B F COMPANY INC.,20220330,,,,,Yes,,,,,Yes,,,4,,Alternative 1,,,,,,,
699,M10757,M10757,,,,"Select Meats, Inc.",,203 E. 29th St. ,Kannapolis,NC,28083,(704) 202-9340,2022-03-16,Meat Processing; Meat Slaughter,,80,80NC,Very Small,35.530579944854,-80.61097465484,Rowan County,37159,,N,2026-08-24,N,Active,,"Select Meats, Inc.","Select Meats, Inc.",20220316,,,,Yes,,Yes,,,,,,,,2,,,,,,,,
4704,M10760,M10760,,,,Al's Hickory House BBQ,,1952 Wartrace Pike ,Shelbyville,TN,37160,(931) 703-4191,1983-11-02,,,90,9029,Very Small,35.474985,-86.410291,Bedford County,47003,,N,2026-08-24,N,Inactive,2024-09-24,Al's Hickory House BBQ,Al's Hickory House BBQ,19831102,,,,,,,,,,,,,,,,,,,,,,
2519,M1077+P1077,M1077,P1077,,,"Lincoln Provision, Inc",,824 W. 38th Place ,Chicago,IL,60609,(773) 254-2400,2021-10-04,Meat Processing; Poultry Processing,Chicago Gourmet Steaks; Lincoln International ; Rolling Hills Family Farms ,50,5003,Small,41.824804005132,-87.647026985719,Cook County,17031,,N,2026-08-24,N,Active,,"Lincoln Provision, Inc",Chicago Gourmet Steaks,20211004,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
2378,M10787+P10787,M10787,P10787,,,MARYLAND CORRECTIONAL ENTERPRISES,,18601 ROXBURY ROAD ,HAGERSTOWN,MD,21746,(301) 739-1764,2024-01-30,Meat Processing; Poultry Processing,,80,8014,Small,39.55684599446,-77.714825020039,Washington County,24043,,N,2026-08-24,N,Active,,MARYLAND CORRECTIONAL ENTERPRISES,MARYLAND CORRECTIONAL ENTERPRISES,20240130,,,,,Yes,,,,,Yes,Yes,,4,,Alternative 2 Choice 2,,,,,,,
2777,M1079+V1079,M1079,V1079,,,"Allen Brothers, Inc",117759866,3737 S. Halsted St ,Chicago,IL,60609,(773) 890-5100,2016-03-01,Meat Processing; Voluntary Processing - Meat,,50,5003,Small,41.826001988643,-87.645642965867,Cook County,17031,,N,2026-08-24,N,Active,,"Allen Brothers, Inc","Allen Brothers, Inc",20160301,,,,,Yes,,,,,Yes,,,5,,,,,,,,,
2384,M10795+P10795,M10795,P10795,,,Manger Packing Corp.,,124 S. Franklintown Rd. ,Baltimore,MD,21223-2036,,2021-07-20,Meat Processing; Poultry Processing,,80,8014,Very Small,39.284931020478,-76.658722989568,Baltimore city,24510,,N,2026-08-24,N,Active,,Manger Packing Corp.,Manger Packing Corp.,20210720,,,,,Yes,,,,,Yes,Yes,,4,,,,,,,,,
2387,M10799,M10799,,,,"Hemps, Inc.",,3740 Jefferson Pike ,Jefferson,MD,21755,(301) 473-5700,2021-08-02,Meat Processing; Meat Slaughter,,80,8014,Very Small,39.361657998227,-77.53820298125,Frederick County,24021,,N,2026-08-24,N,Active,,"Hemps, Inc.","Hemps, Inc.",20210802,,,,Yes,,Yes,,,,,,,,1,,,,,,,,
2388,M10800,M10800,,,,Shriver Meats,,16436 Four Points Bridge Rd. ,Emmitsburg,MD,21727,(301) 447-2255,2021-07-15,Meat Processing; Meat Slaughter,,80,8014,Very Small,39.68601401415,-77.29346498721,Frederick County,24021,,N,2026-08-24,N,Active,,Shriver Meats,Shriver Meats,20210715,,,,Yes,Yes,Yes,,,,Yes,,,3,1,,,,,,,,
2389,M10801+P10801,M10801,P10801,,,"A&W Country Meats, Inc.",,Rear 12 Middle Street ,Taneytown,MD,21787,(410) 756-2420,2021-07-28,Meat Processing; Meat Slaughter; Poultry Processing; Poultry Slaughter,,80,8014,Very Small,39.659000020315,-77.174380019854,Carroll County,24013,,N,2026-08-24,N,Active,,"A&W Country Meats, Inc.","A&W Country Meats, Inc.",20210728,,,,Yes,Yes,Yes,,,,Yes,,,2,1,,,,,,,,
2390,M10803+P10803,M10803,P10803,,,"GALVINELL MEAT CO., INC",,461 RAGAN ROAD ,CONOWINGO,MD,21918,(410) 378-3032,1986-04-01,,,80,8014,Very Small,39.69855799,-76.16071498,Cecil County,24015,,N,2026-08-24,N,Inactive,2024-05-14,"GALVINELL MEAT CO., INC","GALVINELL MEAT CO., INC",19860401,,,,,,,,,,,,,,,,,,,,,,
